6371000	1e+23
6366000	1e+23
6361000	1e+23
6356000	1e+23
6351000	1e+23
6346000	1e+23
6341000	1e+23
6336000	1e+23
6331000	1e+23
6326000	1e+23
6321000	1e+23
6316000	1e+23
6311000	1e+23
6306000	1e+23
6301000	1e+23
6296000	1e+23
6291000	1e+23
6286000	1e+23
6281000	1e+23
6276000	1e+23
6271000	1e+23
6266000	7.943e+22
6261000	6.31e+22
6256000	5.012e+22
6251000	3.981e+22
6246000	3.162e+22
6241000	2.512e+22
6236000	1.995e+22
6231000	1.585e+22
6226000	1.259e+22
6221000	1e+22
6216000	1e+22
6211000	1e+22
6206000	1e+22
6201000	1e+22
6196000	1e+22
6191000	1e+22
6186000	1e+22
6181000	1e+22
6176000	1e+22
6171000	1e+22
6166000	7.943e+21
6161000	6.31e+21
6156000	5.012e+21
6151000	3.981e+21
6146000	3.162e+21
6141000	2.512e+21
6136000	1.995e+21
6131000	1.585e+21
6126000	1.259e+21
6121000	1e+21
6116000	1e+21
6111000	1e+21
6106000	1e+21
6101000	1e+21
6096000	1e+21
6091000	1e+21
6086000	1e+21
6081000	1e+21
6076000	1e+21
6071000	1e+21
6066000	7.943e+20
6061000	6.31e+20
6056000	5.012e+20
6051000	3.981e+20
6046000	3.162e+20
6041000	2.512e+20
6036000	1.995e+20
6031000	1.585e+20
6026000	1.259e+20
6021000	1e+20
6016000	1e+20
6011000	1e+20
6006000	1e+20
6001000	1e+20
5996000	1e+20
5991000	1e+20
5986000	1e+20
5981000	1e+20
5976000	1e+20
5971000	1e+20
5966000	1.259e+20
5961000	1.585e+20
5956000	1.995e+20
5951000	2.512e+20
5946000	3.162e+20
5941000	3.981e+20
5936000	5.012e+20
5931000	6.31e+20
5926000	7.943e+20
5921000	1e+21
5916000	1e+21
5911000	1e+21
5906000	1e+21
5901000	1e+21
5896000	1e+21
5891000	1e+21
5886000	1e+21
5881000	1e+21
5876000	1e+21
5871000	1e+21
5866000	1.259e+21
5861000	1.585e+21
5856000	1.995e+21
5851000	2.512e+21
5846000	3.162e+21
5841000	3.981e+21
5836000	5.012e+21
5831000	6.31e+21
5826000	7.943e+21
5821000	1e+22
5816000	1e+22
5811000	1e+22
5806000	1e+22
5801000	1e+22
5796000	1e+22
5791000	1e+22
5786000	1e+22
5781000	1e+22
5776000	1e+22
5771000	1e+22
5766000	1e+22
5761000	1e+22
5756000	1e+22
5751000	1e+22
5746000	1e+22
5741000	1e+22
5736000	1e+22
5731000	1e+22
5726000	1e+22
5721000	1e+22
5716000	1e+22
5711000	1e+22
5706000	1e+22
5701000	1e+22
5696000	1e+22
5691000	1e+22
5686000	1e+22
5681000	1e+22
5676000	1e+22
5671000	1e+22
5666000	1e+22
5661000	1e+22
5656000	1e+22
5651000	1e+22
5646000	1e+22
5641000	1e+22
5636000	1e+22
5631000	1e+22
5626000	1e+22
5621000	1e+22
5616000	1e+22
5611000	1e+22
5606000	1e+22
5601000	1e+22
5596000	1e+22
5591000	1e+22
5586000	1e+22
5581000	1e+22
5576000	1e+22
5571000	1e+22
5566000	1e+22
5561000	1e+22
5556000	1e+22
5551000	1e+22
5546000	1e+22
5541000	1e+22
5536000	1e+22
5531000	1e+22
5526000	1e+22
5521000	1e+22
5516000	1e+22
5511000	1e+22
5506000	1e+22
5501000	1e+22
5496000	1e+22
5491000	1e+22
5486000	1e+22
5481000	1e+22
5476000	1e+22
5471000	1e+22
5466000	1e+22
5461000	1e+22
5456000	1e+22
5451000	1e+22
5446000	1e+22
5441000	1e+22
5436000	1e+22
5431000	1e+22
5426000	1e+22
5421000	1e+22
5416000	1e+22
5411000	1e+22
5406000	1e+22
5401000	1e+22
5396000	1e+22
5391000	1e+22
5386000	1e+22
5381000	1e+22
5376000	1e+22
5371000	1e+22
5366000	1e+22
5361000	1e+22
5356000	1e+22
5351000	1e+22
5346000	1e+22
5341000	1e+22
5336000	1e+22
5331000	1e+22
5326000	1e+22
5321000	1e+22
5316000	1e+22
5311000	1e+22
5306000	1e+22
5301000	1e+22
5296000	1e+22
5291000	1e+22
5286000	1e+22
5281000	1e+22
5276000	1e+22
5271000	1e+22
5266000	1e+22
5261000	1e+22
5256000	1e+22
5251000	1e+22
5246000	1e+22
5241000	1e+22
5236000	1e+22
5231000	1e+22
5226000	1e+22
5221000	1e+22
5216000	1e+22
5211000	1e+22
5206000	1e+22
5201000	1e+22
5196000	1e+22
5191000	1e+22
5186000	1e+22
5181000	1e+22
5176000	1e+22
5171000	1e+22
5166000	1e+22
5161000	1e+22
5156000	1e+22
5151000	1e+22
5146000	1e+22
5141000	1e+22
5136000	1e+22
5131000	1e+22
5126000	1e+22
5121000	1e+22
5116000	1e+22
5111000	1e+22
5106000	1e+22
5101000	1e+22
5096000	1e+22
5091000	1e+22
5086000	1e+22
